
"389842","https://res.cloudinary.com/winecom/image/upload/389842.jpg","https://www.wine.com/labels/389842l.jpg"
"70","https://res.cloudinary.com/winecom/image/upload/70.jpg","https://www.wine.com/labels/70l.jpg"
"390725","https://res.cloudinary.com/winecom/image/upload/390725.jpg","https://www.wine.com/labels/390725l.jpg"
"390797","https://res.cloudinary.com/winecom/image/upload/390797.jpg","https://www.wine.com/labels/390797l.jpg"
"390804","https://res.cloudinary.com/winecom/image/upload/390804.jpg","https://www.wine.com/labels/390804l.jpg"
"390728","https://res.cloudinary.com/winecom/image/upload/390728.jpg","https://www.wine.com/labels/390728l.jpg"
"390739","https://res.cloudinary.com/winecom/image/upload/390739.jpg","https://www.wine.com/labels/390739l.jpg"
"389843","https://res.cloudinary.com/winecom/image/upload/389843.jpg","https://www.wine.com/labels/389843l.jpg"
"390750","https://res.cloudinary.com/winecom/image/upload/390750.jpg","https://www.wine.com/labels/390750l.jpg"
"390734","https://res.cloudinary.com/winecom/image/upload/390734.jpg","https://www.wine.com/labels/390734l.jpg"
"390791","https://res.cloudinary.com/winecom/image/upload/390791.jpg","https://www.wine.com/labels/390791l.jpg"
"390801","https://res.cloudinary.com/winecom/image/upload/390801.jpg","https://www.wine.com/labels/390801l.jpg"
"390721","https://res.cloudinary.com/winecom/image/upload/390721.jpg","https://www.wine.com/labels/390721l.jpg"
"390746","https://res.cloudinary.com/winecom/image/upload/390746.jpg","https://www.wine.com/labels/390746l.jpg"
"390723","https://res.cloudinary.com/winecom/image/upload/390723.jpg","https://www.wine.com/labels/390723l.jpg"
"390789","https://res.cloudinary.com/winecom/image/upload/390789.jpg","https://www.wine.com/labels/390789l.jpg"
"390729","https://res.cloudinary.com/winecom/image/upload/390729.jpg","https://www.wine.com/labels/390729l.jpg"
"390794","https://res.cloudinary.com/winecom/image/upload/390794.jpg","https://www.wine.com/labels/390794l.jpg"
"390744","https://res.cloudinary.com/winecom/image/upload/390744.jpg","https://www.wine.com/labels/390744l.jpg"
